ORIGIN|TYPE|TARGET
T191|manifestation_of|T047
T191|affects|T047
T191|occurs_in|T047
T191|result_of|T047
T191|degree_of|T047
T191|isa|T047
T191|precedes|T048
T191|process_of|T048
T191|complicates|T048
T191|manifestation_of|T048
T191|affects|T048
T191|occurs_in|T048
T191|result_of|T048
T191|degree_of|T048
T191|precedes|T049
T191|process_of|T049
T191|complicates|T049
T191|manifestation_of|T049
T191|affects|T049
T191|result_of|T049
T191|degree_of|T049
T191|precedes|T050
T191|process_of|T050
T191|complicates|T050
T191|manifestation_of|T050
T191|affects|T050
T191|result_of|T050
T191|degree_of|T050
T191|isa|T051
T191|result_of|T053
T191|result_of|T054
T191|result_of|T055
T191|result_of|T058
T191|result_of|T059
T191|result_of|T060
T191|result_of|T061
T191|result_of|T067
T191|isa|T067
T191|result_of|T068
T191|result_of|T069
T191|process_of|T070
T191|affects|T070
T191|result_of|T070
T191|isa|T070
T191|issue_in|T090
T191|issue_in|T091
T191|occurs_in|T096
T191|occurs_in|T097
T191|occurs_in|T098
T191|occurs_in|T099
T191|occurs_in|T100
T191|occurs_in|T101
T191|produces|T123
T191|produces|T125
T191|produces|T126
T191|produces|T127
T191|produces|T129
T191|complicates|T190
T191|result_of|T190
T191|produces|T192
T191|process_of|T194
T191|affects|T194
T191|associated_with|T201
T191|process_of|T204
T191|affects|T204
T192|disrupts|T018
T192|causes|T019
T192|complicates|T019
T192|causes|T020
T192|complicates|T020
T192|disrupts|T021
T192|disrupts|T023
T192|disrupts|T024
T192|disrupts|T025
T192|disrupts|T026
T192|disrupts|T028
T192|causes|T037
T192|complicates|T037
T192|complicates|T038
T192|affects|T038
T192|disrupts|T039
T192|complicates|T039
T192|affects|T039
T192|disrupts|T040
T192|complicates|T040
T192|affects|T040
T192|disrupts|T041
T192|complicates|T041
T192|affects|T041
T192|disrupts|T042
T192|complicates|T042
T192|affects|T042
T192|disrupts|T043
T192|complicates|T043
T192|affects|T043
T192|disrupts|T044
T192|complicates|T044
T192|affects|T044
T192|disrupts|T045
T192|complicates|T045
T192|affects|T045
T192|causes|T046
T192|complicates|T046
T192|affects|T046
T192|causes|T047
T192|complicates|T047
T192|affects|T047
T192|causes|T048
T192|complicates|T048
T192|affects|T048
T192|causes|T049
T192|complicates|T049
T192|affects|T049
T192|causes|T050
T192|complicates|T050
T192|affects|T050
T192|affects|T070
T192|isa|T071
T192|isa|T072
T192|issue_in|T090
T192|issue_in|T091
T192|isa|T103
T192|isa|T120
T192|isa|T123
T192|isa|T167
T192|causes|T190
T192|complicates|T190
T192|causes|T191
T192|complicates|T191
T192|affects|T191
T192|interacts_with|T195
T192|interacts_with|T196
T192|interacts_with|T197
T192|ingredient_of|T200
T194|isa|T001
T194|isa|T071
T194|isa|T072
T194|issue_in|T090
T194|issue_in|T091
T194|interacts_with|T204
T195|disrupts|T018
T195|causes|T019
T195|complicates|T019
T195|treats|T019
T195|causes|T020
T195|complicates|T020
T195|treats|T020
T195|disrupts|T021
T195|disrupts|T023
T195|disrupts|T024
T195|disrupts|T025
T195|disrupts|T026
T195|disrupts|T028
T195|causes|T037
T195|complicates|T037
T195|treats|T037
T195|complicates|T038
T195|affects|T038
T195|disrupts|T039
T195|complicates|T039
T195|affects|T039
T195|disrupts|T040
T195|complicates|T040
T195|affects|T040
T195|disrupts|T041
T195|complicates|T041
T195|affects|T041
T195|disrupts|T042
T195|complicates|T042
T195|affects|T042
T195|disrupts|T043
T195|complicates|T043
T195|affects|T043
T195|disrupts|T044
T195|complicates|T044
T195|affects|T044
T195|disrupts|T045
T195|complicates|T045
T195|affects|T045
T195|causes|T046
T195|prevents|T046
T195|complicates|T046
T195|affects|T046
T195|treats|T046
T195|diagnoses|T046
T195|causes|T047
T195|prevents|T047
T195|complicates|T047
T195|affects|T047
T195|treats|T047
T195|diagnoses|T047
T195|causes|T048
T195|prevents|T048
T195|complicates|T048
T195|affects|T048
T195|treats|T048
T195|diagnoses|T048
T195|causes|T049
T195|prevents|T049
T195|complicates|T049
T195|affects|T049
T195|treats|T049
T195|diagnoses|T049
T195|causes|T050
T195|prevents|T050
T195|complicates|T050
T195|affects|T050
T195|treats|T050
T195|diagnoses|T050
T195|affects|T070
T195|isa|T071
T195|isa|T072
T195|issue_in|T090
T195|issue_in|T091
T195|isa|T103
T195|isa|T120
T195|isa|T121
T195|isa|T167
T195|treats|T184
T195|causes|T190
T195|complicates|T190
T195|treats|T190
T195|causes|T191
T195|prevents|T191
T195|complicates|T191
T195|affects|T191
T195|treats|T191
T195|diagnoses|T191
T195|interacts_with|T196
T195|interacts_with|T197
T195|ingredient_of|T200
T196|causes|T019
T196|causes|T020
T196|causes|T037
T196|affects|T038
T196|affects|T039
T196|affects|T040
T196|affects|T041
T196|affects|T042
T196|affects|T043
T196|affects|T044
T196|affects|T045
T196|causes|T046
T196|affects|T046
T196|causes|T047
T196|affects|T047
T196|causes|T048
T196|affects|T048
T196|causes|T049
T196|affects|T049
T196|causes|T050
T196|affects|T050
T196|affects|T070
T196|isa|T071
T196|isa|T072
T196|issue_in|T090
T196|issue_in|T091
T196|isa|T103
T196|isa|T104
T196|isa|T167
T196|causes|T190
T196|causes|T191
T196|affects|T191
T196|interacts_with|T197
T196|ingredient_of|T200
T197|causes|T019
T197|causes|T020
T197|causes|T037
T197|affects|T038
T197|affects|T039
T197|affects|T040
T197|affects|T041
T197|affects|T042
T197|affects|T043
T197|affects|T044
T197|affects|T045
T197|causes|T046
T197|affects|T046
T197|causes|T047
T197|affects|T047
T197|causes|T048
T197|affects|T048
T197|causes|T049
T197|affects|T049
T197|causes|T050
T197|affects|T050
T197|affects|T070
T197|isa|T071
T197|isa|T072
T197|issue_in|T090
T197|issue_in|T091
T197|isa|T103
T197|isa|T104
T197|isa|T167
T197|causes|T190
T197|causes|T191
T197|affects|T191
T197|ingredient_of|T200
T200|causes|T019
T200|causes|T020
T200|causes|T037
T200|causes|T046
T200|causes|T047
T200|causes|T048
T200|causes|T049
T200|causes|T050
T200|isa|T071
T200|isa|T072
T200|isa|T073
T200|issue_in|T090
T200|issue_in|T091
T200|causes|T190
T200|causes|T191
T201|property_of|T001
T201|property_of|T002
T201|property_of|T004
T201|property_of|T005
T201|property_of|T007
T201|property_of|T008
T201|property_of|T010
T201|property_of|T011
T201|property_of|T012
T201|property_of|T013
T201|property_of|T014
T201|property_of|T015
T201|property_of|T016
T201|degree_of|T032
T201|isa|T032
T201|result_of|T037
T201|result_of|T038
T201|manifestation_of|T039
T201|result_of|T039
T201|measurement_of|T039
T201|manifestation_of|T040
T201|result_of|T040
T201|measurement_of|T040
T201|manifestation_of|T041
T201|result_of|T041
T201|measurement_of|T041
T201|manifestation_of|T042
T201|result_of|T042
T201|measurement_of|T042
T201|manifestation_of|T043
T201|result_of|T043
T201|measurement_of|T043
T201|manifestation_of|T044
T201|result_of|T044
T201|measurement_of|T044
T201|manifestation_of|T045
T201|result_of|T045
T201|measurement_of|T045
T201|result_of|T046
T201|result_of|T047
T201|result_of|T048
T201|result_of|T049
T201|result_of|T050
T201|result_of|T067
T201|result_of|T068
T201|result_of|T069
T201|result_of|T070
T201|isa|T071
T201|isa|T077
T201|issue_in|T090
T201|issue_in|T091
T201|result_of|T191
T201|property_of|T194
T201|property_of|T204
T203|causes|T019
T203|treats|T019
T203|causes|T020
T203|treats|T020
T203|causes|T037
T203|prevents|T037
T203|treats|T037
T203|causes|T046
T203|prevents|T046
T203|treats|T046
T203|causes|T047
T203|prevents|T047
T203|treats|T047
T203|causes|T048
T203|prevents|T048
T203|treats|T048
T203|causes|T049
T203|prevents|T049
T203|treats|T049
T203|causes|T050
T203|prevents|T050
T203|treats|T050
T203|isa|T071
T203|isa|T072
T203|isa|T073
T203|isa|T074
T203|issue_in|T090
T203|issue_in|T091
T203|treats|T184
T203|causes|T190
T203|treats|T190
T203|causes|T191
T203|prevents|T191
T203|treats|T191
T203|contains|T200
T204|isa|T001
T204|isa|T071
T204|isa|T072
T204|issue_in|T090
T204|issue_in|T091
